PORTFOLIO,SECURITY,CCY_ID,VDATE,MV,NI,I
EQUITY,SEC_52162,AUD,31/12/2019,"8,702.65","8,922.96",0
EQUITY,SEC_53193,AUD,31/12/2019,"13,495.33","13,495.33",0
EQUITY,SEC_53431,GBP,31/12/2019,"5,508.22","5,591.59",0
EQUITY,SEC_55215,AUD,31/12/2019,"3,346.26","3,539.56",0
EQUITY,SEC_59945,AUD,31/12/2019,"16,826.19","17,393.09",0
EQUITY,SEC_61895,GBP,31/12/2019,"6,071.62","6,102.34",0
EQUITY,SEC_781,AUD,31/12/2019,"10,908.40","11,161.63",0
EQUITY,SEC_801,GBP,31/12/2019,"88,746.23","89,694.03",0
EQUITY,SEC_816,GBP,31/12/2019,"29,982.82","30,220.77",0
EQUITY,SEC_833,GBP,31/12/2019,"75,707.04","75,813.48",0
EQUITY,SEC_848,AUD,31/12/2019,"12,326.06","12,684.29",0
EQUITY,SEC_921,AUD,31/12/2019,"8,365.07","8,684.75",0
EQUITY,SEC_212,AUD,31/12/2019,"69,815.83","70,297.69",0
EQUITY,SEC_995,GBP,31/12/2019,"5,798.26","5,858.25",0
EQUITY,SEC_1025,GBP,31/12/2019,"4,578.97","4,623.28",0
EQUITY,SEC_1071,GBP,31/12/2019,"6,973.44","6,966.40",0
EQUITY,SEC_1080,GBP,31/12/2019,"18,072.60","18,352.92",0
EQUITY,SEC_1083,AUD,31/12/2019,"9,928.71","10,109.22",0
EQUITY,SEC_1099,GBP,31/12/2019,"43,821.72","44,256.42",0
EQUITY,SEC_1141,GBP,31/12/2019,"4,163.37","4,214.07",0
EQUITY,SEC_1168,GBP,31/12/2019,"5,103.03","5,073.51",0
EQUITY,SEC_1243,AUD,31/12/2019,"71,008.62","71,758.18",0
EQUITY,SEC_1263,AUD,31/12/2019,"23,246.38","23,100.37",0
EQUITY,SEC_1265,GBP,31/12/2019,"9,350.00","9,496.55",0
EQUITY,SEC_1276,AUD,31/12/2019,"4,472.97","4,554.90",0
EQUITY,SEC_1327,GBP,31/12/2019,"6,432.93","6,552.94",0
EQUITY,SEC_1396,GBP,31/12/2019,"4,981.43","5,092.47",0
EQUITY,SEC_254,AUD,31/12/2019,"13,464.09","13,778.88",0
EQUITY,SEC_1446,GBP,31/12/2019,"4,205.23","4,266.07",0
EQUITY,SEC_1459,GBP,31/12/2019,"37,671.19","37,593.20",0
EQUITY,SEC_1464,AUD,31/12/2019,"16,932.93","17,143.28",0
EQUITY,SEC_1471,GBP,31/12/2019,"39,285.07","39,782.94",0
EQUITY,SEC_1485,GBP,31/12/2019,"43,474.17","43,835.91",0
EQUITY,SEC_1488,GBP,31/12/2019,"37,042.50","37,071.66",0
EQUITY,SEC_1495,GBP,31/12/2019,"8,377.47","8,425.55",0
EQUITY,SEC_1517,GBP,31/12/2019,"11,805.72","11,885.20",0
EQUITY,SEC_1521,GBP,31/12/2019,"11,623.17","11,700.56",0
EQUITY,SEC_1527,GBP,31/12/2019,"50,883.88","50,929.08",0
EQUITY,SEC_1542,GBP,31/12/2019,"4,068.51","4,148.14",0
EQUITY,SEC_1557,AUD,31/12/2019,"14,482.71","14,783.69",0
EQUITY,SEC_1575,GBP,31/12/2019,"4,144.57","4,170.67",0
EQUITY,SEC_1603,GBP,31/12/2019,"5,982.45","6,060.95",0
EQUITY,SEC_1610,GBP,31/12/2019,"83,662.85","83,961.70",0
EQUITY,SEC_1645,GBP,31/12/2019,"9,809.21","9,802.65",0
EQUITY,SEC_1648,GBP,31/12/2019,"16,026.88","16,144.95",0
EQUITY,SEC_1651,GBP,31/12/2019,"6,683.18","6,681.20",0
EQUITY,SEC_1682,GBP,31/12/2019,"19,421.35","19,568.57",0
EQUITY,SEC_1691,AUD,31/12/2019,"11,015.70","11,230.29",0
EQUITY,SEC_1712,GBP,31/12/2019,"5,834.27","5,830.15",0
EQUITY,SEC_1743,GBP,31/12/2019,"6,343.18","6,362.85",0
EQUITY,SEC_1756,GBP,31/12/2019,"24,992.98","25,022.36",0
EQUITY,SEC_1843,GBP,31/12/2019,"48,283.61","48,533.32",0
EQUITY,SEC_1919,AUD,31/12/2019,"46,940.99","47,598.60",0
EQUITY,SEC_1931,AUD,31/12/2019,"84,560.97","85,154.25",0
EQUITY,SEC_1935,GBP,31/12/2019,"6,478.71","6,522.83",0
EQUITY,SEC_1948,GBP,31/12/2019,"15,690.95","15,773.41",0
EQUITY,SEC_1950,AUD,31/12/2019,"32,184.89","32,690.40",0
EQUITY,SEC_1952,GBP,31/12/2019,"13,458.32","13,496.18",0
EQUITY,SEC_309,GBP,31/12/2019,"30,986.54","31,090.03",0
EQUITY,SEC_312,GBP,31/12/2019,"7,601.16","7,595.05",0
EQUITY,SEC_313,GBP,31/12/2019,"9,006.27","9,020.11",0
EQUITY,SEC_2019,GBP,31/12/2019,"14,690.72","14,864.33",0
EQUITY,SEC_2030,NZD,31/12/2019,"7,950.71","7,978.25",0
EQUITY,SEC_2055,AUD,31/12/2019,"141,442.14","143,566.37",0
EQUITY,SEC_2161,GBP,31/12/2019,"119,502.71","120,391.03",0
EQUITY,SEC_2231,GBP,31/12/2019,"99,794.85","100,411.42",0
EQUITY,SEC_2237,AUD,31/12/2019,"45,514.23","47,125.32",0
EQUITY,SEC_2361,AUD,31/12/2019,"124,989.97","127,800.09",0
EQUITY,SEC_2376,GBP,31/12/2019,"10,683.93","10,732.58",0
EQUITY,SEC_2377,GBP,31/12/2019,"9,255.46","9,283.96",0
EQUITY,SEC_2378,AUD,31/12/2019,"9,147.41","9,450.30",0
EQUITY,SEC_360,AUD,31/12/2019,"5,252.05","5,345.83",0
EQUITY,SEC_368,AUD,31/12/2019,"18,544.92","19,019.61",0
EQUITY,SEC_376,GBP,31/12/2019,"18,095.33","18,159.41",0
EQUITY,SEC_379,GBP,31/12/2019,"5,640.76","5,616.04",0
EQUITY,SEC_381,GBP,31/12/2019,"96,072.27","97,477.87",0
EQUITY,SEC_380,GBP,31/12/2019,"16,164.62","16,236.86",0
EQUITY,SEC_382,AUD,31/12/2019,"114,652.54","116,125.42",0
EQUITY,SEC_390,GBP,31/12/2019,"6,953.91","7,017.89",0
EQUITY,SEC_401,AUD,31/12/2019,"8,477.55","8,534.98",0
EQUITY,SEC_30271,AUD,31/12/2019,"5,193.77","5,347.17",0
EQUITY,SEC_30327,GBP,31/12/2019,"32,865.98","33,186.17",0
EQUITY,SEC_30400,NZD,31/12/2019,"4,343.54","4,420.34",0
EQUITY,SEC_30432,AUD,31/12/2019,"3,223.73","3,258.75",0
EQUITY,SEC_30454,AUD,31/12/2019,"19,349.80","19,924.48",0
EQUITY,SEC_30515,AUD,31/12/2019,"44,575.67","44,970.17",0
EQUITY,SEC_31430,GBP,31/12/2019,"3,918.69","3,923.88",0
EQUITY,SEC_31596,AUD,31/12/2019,"16,340.58","16,643.18",0
EQUITY,SEC_31608,GBP,31/12/2019,"5,195.76","5,243.46",0
EQUITY,SEC_31690,GBP,31/12/2019,"37,527.26","37,810.27",0
EQUITY,SEC_31729,AUD,31/12/2019,"14,735.80","15,152.05",0
EQUITY,SEC_31732,AUD,31/12/2019,"40,425.20","41,211.46",0
EQUITY,SEC_31791,GBP,31/12/2019,"17,818.73","17,799.66",0
EQUITY,SEC_31800,AUD,31/12/2019,"6,420.50","6,437.27",0
EQUITY,SEC_31831,GBP,31/12/2019,"74,124.42","74,697.86",0
EQUITY,SEC_31855,AUD,31/12/2019,"2,287.79","2,366.48",0
EQUITY,SEC_31911,AUD,31/12/2019,"12,509.94","12,745.97",0
EQUITY,SEC_32143,GBP,31/12/2019,"4,795.40","4,862.60",0
EQUITY,SEC_32182,AUD,31/12/2019,"14,882.23","15,146.41",0
EQUITY,SEC_32259,AUD,31/12/2019,"12,990.08","13,456.53",0
EQUITY,SEC_32260,AUD,31/12/2019,"8,199.72","8,356.09",0
EQUITY,SEC_32265,AUD,31/12/2019,"12,948.36","13,281.63",0
EQUITY,SEC_32267,NZD,31/12/2019,"8,479.22","8,527.67",0
EQUITY,SEC_32354,AUD,31/12/2019,"15,179.80","15,640.54",0
EQUITY,SEC_32358,AUD,31/12/2019,"17,702.62","18,118.59",0
EQUITY,SEC_32369,GBP,31/12/2019,"5,832.52","5,845.33",0
EQUITY,SEC_32412,GBP,31/12/2019,"11,134.10","11,092.59",0
EQUITY,SEC_32505,GBP,31/12/2019,"5,470.53","5,499.51",0
EQUITY,SEC_32518,AUD,31/12/2019,"12,833.23","13,008.73",0
EQUITY,SEC_32542,GBP,31/12/2019,"3,382.47","3,325.07",0
EQUITY,SEC_32566,AUD,31/12/2019,"2,450.42","2,509.38",0
EQUITY,SEC_32608,GBP,31/12/2019,"24,394.28","24,287.26",0
EQUITY,SEC_32638,GBP,31/12/2019,"10,727.90","10,772.97",0
EQUITY,SEC_32643,GBP,31/12/2019,"6,579.64","6,605.34",0
EQUITY,SEC_32662,AUD,31/12/2019,"4,807.61","4,891.17",0
EQUITY,SEC_32908,NZD,31/12/2019,"12,742.17","12,765.13",0
EQUITY,SEC_33026,GBP,31/12/2019,"6,195.21","6,189.89",0
EQUITY,SEC_33156,AUD,31/12/2019,"7,741.41","7,849.36",0
EQUITY,SEC_3476,GBP,31/12/2019,"5,801.68","5,837.50",0
EQUITY,SEC_3524,GBP,31/12/2019,"8,152.94","8,157.29",0
EQUITY,SEC_34324,AUD,31/12/2019,"9,584.13","9,728.00",0
EQUITY,SEC_34325,AUD,31/12/2019,"9,948.97","10,113.64",0
EQUITY,SEC_34331,AUD,31/12/2019,"11,725.56","12,048.88",0
EQUITY,SEC_34332,AUD,31/12/2019,"22,001.30","22,462.04",0
EQUITY,SEC_34380,GBP,31/12/2019,"9,444.72","9,425.35",0
EQUITY,SEC_34382,GBP,31/12/2019,"2,263.29","2,258.52",0
EQUITY,SEC_34383,GBP,31/12/2019,"8,584.39","8,562.09",0
EQUITY,SEC_34400,GBP,31/12/2019,"8,033.29","8,135.79",0
EQUITY,SEC_34712,AUD,31/12/2019,"5,630.09","5,752.48",0
EQUITY,SEC_34993,GBP,31/12/2019,"9,072.91","9,138.74",0
EQUITY,SEC_35370,AUD,31/12/2019,"4,453.04","4,618.16",0
EQUITY,SEC_35592,GBP,31/12/2019,"22,533.65","22,512.91",0
EQUITY,SEC_35687,GBP,31/12/2019,"3,667.43","3,644.66",0
EQUITY,SEC_35739,GBP,31/12/2019,"3,007.72","3,016.76",0
EQUITY,SEC_36023,GBP,31/12/2019,"4,366.72","4,378.06",0
EQUITY,SEC_36027,GBP,31/12/2019,"6,544.12","6,639.81",0
EQUITY,SEC_36060,AUD,31/12/2019,"5,106.39","5,186.68",0
EQUITY,SEC_36061,AUD,31/12/2019,"2,573.50","2,654.89",0
EQUITY,SEC_36222,AUD,31/12/2019,"13,096.82","13,438.98",0
EQUITY,SEC_493,AUD,31/12/2019,"5,605.21","5,736.97",0
EQUITY,SEC_37483,GBP,31/12/2019,"95,626.79","96,054.64",0
EQUITY,SEC_37527,AUD,31/12/2019,"2,490.25","2,568.18",0
EQUITY,SEC_37567,NZD,31/12/2019,"6,532.00","6,879.99",0
EQUITY,SEC_37696,AUD,31/12/2019,"5,164.88","5,208.74",0
EQUITY,SEC_37698,AUD,31/12/2019,"14,811.36","15,074.61",0
EQUITY,SEC_37725,GBP,31/12/2019,"11,664.66","11,693.81",0
EQUITY,SEC_37782,AUD,31/12/2019,"7,540.95","7,698.12",0
EQUITY,SEC_37910,GBP,31/12/2019,"3,615.33","3,661.07",0
EQUITY,SEC_37912,GBP,31/12/2019,"3,605.22","3,717.06",0
EQUITY,SEC_38156,AUD,31/12/2019,"3,136.34","3,200.91",0
EQUITY,SEC_508,GBP,31/12/2019,"16,400.11","16,458.86",0
EQUITY,SEC_38614,GBP,31/12/2019,"7,872.54","8,026.10",0
EQUITY,SEC_39115,GBP,31/12/2019,"23,251.07","23,415.06",0
EQUITY,SEC_40073,GBP,31/12/2019,"8,606.43","8,596.72",0
EQUITY,SEC_40196,AUD,31/12/2019,"7,261.67","7,556.21",0
EQUITY,SEC_40478,GBP,31/12/2019,"5,506.84","5,575.14",0
EQUITY,SEC_41205,AUD,31/12/2019,"5,458.26","5,706.40",0
EQUITY,SEC_538,AUD,31/12/2019,"37,270.11","37,715.56",0
EQUITY,SEC_42703,GBP,31/12/2019,"5,145.34","5,139.52",0
EQUITY,SEC_44383,GBP,31/12/2019,"5,877.55","5,849.98",0
EQUITY,SEC_45180,AUD,31/12/2019,"20,364.10","20,736.28",0
EQUITY,SEC_45184,AUD,31/12/2019,"10,408.37","10,686.98",0
EQUITY,SEC_47245,AUD,31/12/2019,"11,688.65","11,947.75",0
EQUITY,SEC_47252,GBP,31/12/2019,"25,518.51","25,735.36",0
EQUITY,SEC_47893,GBP,31/12/2019,"2,053.00","2,031.15",0
EQUITY,SEC_48155,AUD,31/12/2019,"7,983.08","8,111.32",0
EQUITY,SEC_48274,GBP,31/12/2019,"1,660.03","1,706.54",0
EQUITY,SEC_48615,NZD,31/12/2019,"11,042.27","11,101.08",0
EQUITY,SEC_48862,GBP,31/12/2019,"5,121.90","5,169.83",0
EQUITY,SEC_48933,GBP,31/12/2019,"4,296.87","4,345.00",0
EQUITY,SEC_49102,NZD,31/12/2019,"3,439.81","3,433.00",0
EQUITY,SEC_49103,GBP,31/12/2019,"6,435.78","6,414.14",0
EQUITY,SEC_49961,NZD,31/12/2019,"6,407.50","6,433.13",0
EQUITY,SEC_52162,AUD,01/01/2020,"8,702.65",0,0
EQUITY,SEC_53193,AUD,01/01/2020,"13,495.33",0,0
EQUITY,SEC_53431,GBP,01/01/2020,"5,508.22",0,0
EQUITY,SEC_55215,AUD,01/01/2020,"3,346.26",0,0
EQUITY,SEC_59945,AUD,01/01/2020,"16,826.19",0,0
EQUITY,SEC_61895,GBP,01/01/2020,"6,071.62",0,0
EQUITY,SEC_781,AUD,01/01/2020,"10,908.40",0,0
EQUITY,SEC_801,GBP,01/01/2020,"88,746.23",0,0
EQUITY,SEC_816,GBP,01/01/2020,"29,982.82",0,0
EQUITY,SEC_833,GBP,01/01/2020,"75,707.04",0,0
EQUITY,SEC_848,AUD,01/01/2020,"12,326.06",0,0
EQUITY,SEC_921,AUD,01/01/2020,"8,365.07",0,0
EQUITY,SEC_212,AUD,01/01/2020,"69,815.83",0,0
EQUITY,SEC_995,GBP,01/01/2020,"5,798.26",0,0
EQUITY,SEC_1025,GBP,01/01/2020,"4,578.97",0,0
EQUITY,SEC_1071,GBP,01/01/2020,"6,973.44",0,0
EQUITY,SEC_1080,GBP,01/01/2020,"18,072.60",0,0
EQUITY,SEC_1083,AUD,01/01/2020,"9,928.71",0,0
EQUITY,SEC_1099,GBP,01/01/2020,"43,821.72",0,0
EQUITY,SEC_1141,GBP,01/01/2020,"4,163.37",0,0
EQUITY,SEC_1168,GBP,01/01/2020,"5,103.03",0,0
EQUITY,SEC_1243,AUD,01/01/2020,"71,008.62",0,0
EQUITY,SEC_1263,AUD,01/01/2020,"23,246.38",0,0
EQUITY,SEC_1265,GBP,01/01/2020,"9,350.00",0,0
EQUITY,SEC_1276,AUD,01/01/2020,"4,472.97",0,0
EQUITY,SEC_1327,GBP,01/01/2020,"6,432.93",0,0
EQUITY,SEC_1396,GBP,01/01/2020,"4,981.43",0,0
EQUITY,SEC_254,AUD,01/01/2020,"13,464.09",0,0
EQUITY,SEC_1446,GBP,01/01/2020,"4,205.23",0,0
EQUITY,SEC_1459,GBP,01/01/2020,"37,671.19",0,0
EQUITY,SEC_1464,AUD,01/01/2020,"16,932.93",0,0
EQUITY,SEC_1471,GBP,01/01/2020,"39,285.07",0,0
EQUITY,SEC_1485,GBP,01/01/2020,"43,474.17",0,0
EQUITY,SEC_1488,GBP,01/01/2020,"37,042.50",0,0
EQUITY,SEC_1495,GBP,01/01/2020,"8,377.47",0,0
EQUITY,SEC_1517,GBP,01/01/2020,"11,805.72",0,0
EQUITY,SEC_1521,GBP,01/01/2020,"11,623.17",0,0
EQUITY,SEC_1527,GBP,01/01/2020,"50,883.88",0,0
EQUITY,SEC_1542,GBP,01/01/2020,"4,068.51",0,0
EQUITY,SEC_1557,AUD,01/01/2020,"14,482.71",0,0
EQUITY,SEC_1575,GBP,01/01/2020,"4,144.57",0,0
EQUITY,SEC_1603,GBP,01/01/2020,"5,982.45",0,0
EQUITY,SEC_1610,GBP,01/01/2020,"83,662.85",0,0
EQUITY,SEC_1645,GBP,01/01/2020,"9,809.21",0,0
EQUITY,SEC_1648,GBP,01/01/2020,"16,026.88",0,0
EQUITY,SEC_1651,GBP,01/01/2020,"6,683.18",0,0
EQUITY,SEC_1682,GBP,01/01/2020,"19,421.35",0,0
EQUITY,SEC_1691,AUD,01/01/2020,"11,015.70",0,0
EQUITY,SEC_1712,GBP,01/01/2020,"5,834.27",0,0
EQUITY,SEC_1743,GBP,01/01/2020,"6,343.18",0,0
EQUITY,SEC_1756,GBP,01/01/2020,"24,992.98",0,0
EQUITY,SEC_1843,GBP,01/01/2020,"48,283.61",0,0
EQUITY,SEC_1919,AUD,01/01/2020,"46,940.99",0,0
EQUITY,SEC_1931,AUD,01/01/2020,"84,560.97",0,0
EQUITY,SEC_1935,GBP,01/01/2020,"6,478.71",0,0
EQUITY,SEC_1948,GBP,01/01/2020,"15,690.95",0,0
EQUITY,SEC_1950,AUD,01/01/2020,"32,184.89",0,0
EQUITY,SEC_1952,GBP,01/01/2020,"13,458.32",0,0
EQUITY,SEC_309,GBP,01/01/2020,"30,986.54",0,0
EQUITY,SEC_312,GBP,01/01/2020,"7,601.16",0,0
EQUITY,SEC_313,GBP,01/01/2020,"9,006.27",0,0
EQUITY,SEC_2019,GBP,01/01/2020,"14,690.72",0,0
EQUITY,SEC_2030,NZD,01/01/2020,"7,950.71",0,0
EQUITY,SEC_2055,AUD,01/01/2020,"141,442.14",0,0
EQUITY,SEC_2161,GBP,01/01/2020,"119,502.71",0,0
EQUITY,SEC_2231,GBP,01/01/2020,"99,794.85",0,0
EQUITY,SEC_2237,AUD,01/01/2020,"45,514.23",0,0
EQUITY,SEC_2361,AUD,01/01/2020,"124,989.97",0,0
EQUITY,SEC_2376,GBP,01/01/2020,"10,683.93",0,0
EQUITY,SEC_2377,GBP,01/01/2020,"9,255.46",0,0
EQUITY,SEC_2378,AUD,01/01/2020,"9,147.41",0,0
EQUITY,SEC_360,AUD,01/01/2020,"5,252.05",0,0
EQUITY,SEC_368,AUD,01/01/2020,"18,544.92",0,0
EQUITY,SEC_376,GBP,01/01/2020,"18,095.33",0,0
EQUITY,SEC_379,GBP,01/01/2020,"5,640.76",0,0
EQUITY,SEC_381,GBP,01/01/2020,"96,072.27",0,0
EQUITY,SEC_380,GBP,01/01/2020,"16,164.62",0,0
EQUITY,SEC_382,AUD,01/01/2020,"114,652.54",0,0
EQUITY,SEC_390,GBP,01/01/2020,"6,953.91",0,0
EQUITY,SEC_401,AUD,01/01/2020,"8,477.55",0,0
EQUITY,SEC_30271,AUD,01/01/2020,"5,193.77",0,0
EQUITY,SEC_30327,GBP,01/01/2020,"32,865.98",0,0
EQUITY,SEC_30400,NZD,01/01/2020,"4,343.54",0,0
EQUITY,SEC_30432,AUD,01/01/2020,"3,223.73",0,0
EQUITY,SEC_30454,AUD,01/01/2020,"19,349.80",0,0
EQUITY,SEC_30515,AUD,01/01/2020,"44,575.67",0,0
EQUITY,SEC_31430,GBP,01/01/2020,"3,918.69",0,0
EQUITY,SEC_31596,AUD,01/01/2020,"16,340.58",0,0
EQUITY,SEC_31608,GBP,01/01/2020,"5,195.76",0,0
EQUITY,SEC_31690,GBP,01/01/2020,"37,527.26",0,0
EQUITY,SEC_31729,AUD,01/01/2020,"14,735.80",0,0
EQUITY,SEC_31732,AUD,01/01/2020,"40,425.20",0,0
EQUITY,SEC_31791,GBP,01/01/2020,"17,818.73",0,0
EQUITY,SEC_31800,AUD,01/01/2020,"6,420.50",0,0
EQUITY,SEC_31831,GBP,01/01/2020,"74,124.42",0,0
EQUITY,SEC_31855,AUD,01/01/2020,"2,287.79",0,0
EQUITY,SEC_31911,AUD,01/01/2020,"12,509.94",0,0
EQUITY,SEC_32143,GBP,01/01/2020,"4,795.40",0,0
EQUITY,SEC_32182,AUD,01/01/2020,"14,882.23",0,0
EQUITY,SEC_32259,AUD,01/01/2020,"12,990.08",0,0
EQUITY,SEC_32260,AUD,01/01/2020,"8,199.72",0,0
EQUITY,SEC_32265,AUD,01/01/2020,"12,948.36",0,0
EQUITY,SEC_32267,NZD,01/01/2020,"8,479.22",0,0
EQUITY,SEC_32354,AUD,01/01/2020,"15,179.80",0,0
EQUITY,SEC_32358,AUD,01/01/2020,"17,702.62",0,0
EQUITY,SEC_32369,GBP,01/01/2020,"5,832.52",0,0
EQUITY,SEC_32412,GBP,01/01/2020,"11,134.10",0,0
EQUITY,SEC_32505,GBP,01/01/2020,"5,470.53",0,0
EQUITY,SEC_32518,AUD,01/01/2020,"12,833.23",0,0
EQUITY,SEC_32542,GBP,01/01/2020,"3,382.47",0,0
EQUITY,SEC_32566,AUD,01/01/2020,"2,450.42",0,0
EQUITY,SEC_32608,GBP,01/01/2020,"24,394.28",0,0
EQUITY,SEC_32638,GBP,01/01/2020,"10,727.90",0,0
EQUITY,SEC_32643,GBP,01/01/2020,"6,579.64",0,0
EQUITY,SEC_32662,AUD,01/01/2020,"4,807.61",0,0
EQUITY,SEC_32908,NZD,01/01/2020,"12,742.17",0,0
EQUITY,SEC_33026,GBP,01/01/2020,"6,195.21",0,0
EQUITY,SEC_33156,AUD,01/01/2020,"7,741.41",0,0
EQUITY,SEC_3476,GBP,01/01/2020,"5,801.68",0,0
EQUITY,SEC_3524,GBP,01/01/2020,"8,152.94",0,0
EQUITY,SEC_34324,AUD,01/01/2020,"9,584.13",0,0
EQUITY,SEC_34325,AUD,01/01/2020,"9,948.97",0,0
EQUITY,SEC_34331,AUD,01/01/2020,"11,725.56",0,0
EQUITY,SEC_34332,AUD,01/01/2020,"22,001.30",0,0
EQUITY,SEC_34380,GBP,01/01/2020,"9,444.72",0,0
EQUITY,SEC_34382,GBP,01/01/2020,"2,263.29",0,0
EQUITY,SEC_34383,GBP,01/01/2020,"8,584.39",0,0
EQUITY,SEC_34400,GBP,01/01/2020,"8,033.29",0,0
EQUITY,SEC_34712,AUD,01/01/2020,"5,630.09",0,0
EQUITY,SEC_34993,GBP,01/01/2020,"9,072.91",0,0
EQUITY,SEC_35370,AUD,01/01/2020,"4,453.04",0,0
EQUITY,SEC_35592,GBP,01/01/2020,"22,533.65",0,0
EQUITY,SEC_35687,GBP,01/01/2020,"3,667.43",0,0
EQUITY,SEC_35739,GBP,01/01/2020,"3,007.72",0,0
EQUITY,SEC_36023,GBP,01/01/2020,"4,366.72",0,0
EQUITY,SEC_36027,GBP,01/01/2020,"6,544.12",0,0
EQUITY,SEC_36060,AUD,01/01/2020,"5,106.39",0,0
EQUITY,SEC_36061,AUD,01/01/2020,"2,573.50",0,0
EQUITY,SEC_36222,AUD,01/01/2020,"13,096.82",0,0
EQUITY,SEC_493,AUD,01/01/2020,"5,605.21",0,0
EQUITY,SEC_37483,GBP,01/01/2020,"95,626.79",0,0
EQUITY,SEC_37527,AUD,01/01/2020,"2,490.25",0,0
EQUITY,SEC_37567,NZD,01/01/2020,"6,532.00",0,0
EQUITY,SEC_37696,AUD,01/01/2020,"5,164.88",0,0
EQUITY,SEC_37698,AUD,01/01/2020,"14,811.36",0,0
EQUITY,SEC_37725,GBP,01/01/2020,"11,664.66",0,0
EQUITY,SEC_37782,AUD,01/01/2020,"7,540.95",0,0
EQUITY,SEC_37910,GBP,01/01/2020,"3,615.33",0,0
EQUITY,SEC_37912,GBP,01/01/2020,"3,605.22",0,0
EQUITY,SEC_38156,AUD,01/01/2020,"3,136.34",0,0
EQUITY,SEC_508,GBP,01/01/2020,"16,400.11",0,0
EQUITY,SEC_38614,GBP,01/01/2020,"7,872.54",0,0
EQUITY,SEC_39115,GBP,01/01/2020,"23,251.07",0,0
EQUITY,SEC_40073,GBP,01/01/2020,"8,606.43",0,0
EQUITY,SEC_40196,AUD,01/01/2020,"7,261.67",0,0
EQUITY,SEC_40478,GBP,01/01/2020,"5,506.84",0,0
EQUITY,SEC_41205,AUD,01/01/2020,"5,458.26",0,0
EQUITY,SEC_538,AUD,01/01/2020,"37,270.11",0,0
EQUITY,SEC_42703,GBP,01/01/2020,"5,145.34",0,0
EQUITY,SEC_44383,GBP,01/01/2020,"5,877.55",0,0
EQUITY,SEC_45180,AUD,01/01/2020,"20,364.10",0,0
EQUITY,SEC_45184,AUD,01/01/2020,"10,408.37",0,0
EQUITY,SEC_47245,AUD,01/01/2020,"11,688.65",0,0
EQUITY,SEC_47252,GBP,01/01/2020,"25,518.51",0,0
EQUITY,SEC_47893,GBP,01/01/2020,"2,053.00",0,0
EQUITY,SEC_48155,AUD,01/01/2020,"7,983.08",0,0
EQUITY,SEC_48274,GBP,01/01/2020,"1,660.03",0,0
EQUITY,SEC_48615,NZD,01/01/2020,"11,042.27",0,0
EQUITY,SEC_48862,GBP,01/01/2020,"5,121.90",0,0
EQUITY,SEC_48933,GBP,01/01/2020,"4,296.87",0,0
EQUITY,SEC_49102,NZD,01/01/2020,"3,439.81",0,0
EQUITY,SEC_49103,GBP,01/01/2020,"6,435.78",0,0
EQUITY,SEC_49961,NZD,01/01/2020,"6,407.50",0,0
EQUITY,SEC_52162,AUD,02/01/2020,"8,757.73",0,0
EQUITY,SEC_53193,AUD,02/01/2020,"13,395.36",-0.01,0
EQUITY,SEC_53431,GBP,02/01/2020,"5,502.67",0.01,22.23
EQUITY,SEC_55215,AUD,02/01/2020,"3,351.99",0,0
EQUITY,SEC_59945,AUD,02/01/2020,"17,030.28",0.01,0
EQUITY,SEC_61895,GBP,02/01/2020,"6,240.58",0.02,0
EQUITY,SEC_781,AUD,02/01/2020,"11,044.76",0.01,0
EQUITY,SEC_801,GBP,02/01/2020,"88,656.63",0.19,0
EQUITY,SEC_816,GBP,02/01/2020,"30,189.11",0.08,0
EQUITY,SEC_833,GBP,02/01/2020,"75,293.24",0.14,0
EQUITY,SEC_848,AUD,02/01/2020,"12,352.60",0,0
EQUITY,SEC_921,AUD,02/01/2020,"8,361.27",0,0
EQUITY,SEC_212,AUD,02/01/2020,"69,589.06",-0.01,0
EQUITY,SEC_995,GBP,02/01/2020,"5,867.94",0.02,0
EQUITY,SEC_1025,GBP,02/01/2020,"4,667.61",0.02,0
EQUITY,SEC_1071,GBP,02/01/2020,"7,001.63",0.02,0
EQUITY,SEC_1080,GBP,02/01/2020,"18,549.80",0.07,0
EQUITY,SEC_1083,AUD,02/01/2020,"10,126.15",0.01,0
EQUITY,SEC_1099,GBP,02/01/2020,"44,670.20",0.15,0
EQUITY,SEC_1141,GBP,02/01/2020,"4,210.18",0.01,0
EQUITY,SEC_1168,GBP,02/01/2020,"5,084.40",0.01,0
EQUITY,SEC_1243,AUD,02/01/2020,"70,835.64",-0.01,0
EQUITY,SEC_1263,AUD,02/01/2020,"22,915.94",-0.02,0
EQUITY,SEC_1265,GBP,02/01/2020,"9,270.08",0.02,0
EQUITY,SEC_1276,AUD,02/01/2020,"4,476.69",0,0
EQUITY,SEC_1327,GBP,02/01/2020,"6,505.22",0.02,0
EQUITY,SEC_1396,GBP,02/01/2020,"5,083.10",0.02,0
EQUITY,SEC_254,AUD,02/01/2020,"13,496.88",0,0
EQUITY,SEC_1446,GBP,02/01/2020,"4,370.14",0.02,0
EQUITY,SEC_1459,GBP,02/01/2020,"38,061.25",0.11,0
EQUITY,SEC_1464,AUD,02/01/2020,"16,893.49",0,0
EQUITY,SEC_1471,GBP,02/01/2020,"39,563.54",0.1,0
EQUITY,SEC_1485,GBP,02/01/2020,"43,977.88",0.13,0
